STATE,DISTRICT,DISTRICT_NS,CIRCUIT,TOTAL_FILINGS,CHAP_7,CHAP_11,CHAP_12,CHAP_13,TOTAL_BUSINESS_FILINGS,BCHAP_7,BCHAP_11,BCHAP_12,BCHAP_13,TOTAL_NON_BUSINESS_FILINGS,NBCHAP_7,NBCHAP_11,NBCHAP_13,QTR_ENDED,DATE,FISCAL_YEAR
HAWAII,HAWAII,HI,NINTH CIRCUIT,2313,1698,21,0,594,96,68,16,0,12,2217,1630,5,582,09/30/13,2013-09-30,2013
IDAHO,IDAHO,ID,NINTH CIRCUIT,5643,5094,28,5,516,174,140,22,5,7,5469,4954,6,509,09/30/13,2013-09-30,2013
MONTANA,MONTANA,MT,NINTH CIRCUIT,1851,1574,13,2,262,79,52,11,2,14,1772,1522,2,248,09/30/13,2013-09-30,2013
NEVADA,NEVADA,NV,NINTH CIRCUIT,14483,11781,283,2,2417,547,346,172,2,27,13936,11435,111,2390,09/30/13,2013-09-30,2013
OREGON,OREGON,OR,NINTH CIRCUIT,13677,11022,41,12,2602,377,267,36,12,62,13300,10755,5,2540,09/30/13,2013-09-30,2013
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,5253,4172,27,1,1053,128,98,21,1,8,5125,4074,6,1045,09/30/13,2013-09-30,2013
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,20477,16089,161,1,4224,653,486,120,1,44,19824,15603,41,4180,09/30/13,2013-09-30,2013
GUAM,GUAM,GUAM,NINTH CIRCUIT,159,129,1,0,28,9,6,1,0,1,150,123,0,27,09/30/13,2013-09-30,2013
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,7,6,1,0,0,2,1,1,0,0,5,5,0,0,09/30/13,2013-09-30,2013
COLORADO,COLORADO,CO,TENTH CIRCUIT,23976,19937,146,4,3885,789,599,136,4,46,23187,19338,10,3839,09/30/13,2013-09-30,2013
KANSAS,KANSAS,KS,TENTH CIRCUIT,8604,5360,52,10,3182,190,104,46,10,30,8414,5256,6,3152,09/30/13,2013-09-30,2013
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,4502,4052,39,1,410,155,115,33,1,6,4347,3937,6,404,09/30/13,2013-09-30,2013
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,3191,2821,5,1,364,91,81,5,1,4,3100,2740,0,360,09/30/13,2013-09-30,2013
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,1657,1490,3,2,162,46,41,3,2,0,1611,1449,0,162,09/30/13,2013-09-30,2013
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,6133,4855,22,12,1243,168,122,20,12,13,5965,4733,2,1230,09/30/13,2013-09-30,2013
UTAH,UTAH,UT,TENTH CIRCUIT,14939,10121,44,1,4773,307,245,38,1,23,14632,9876,6,4750,09/30/13,2013-09-30,2013
WYOMING,WYOMING,WY,TENTH CIRCUIT,1241,1087,16,0,138,76,57,15,0,4,1165,1030,1,134,09/30/13,2013-09-30,2013
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,15058,7029,60,2,7967,290,220,52,2,16,14768,6809,8,7951,09/30/13,2013-09-30,2013
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,7963,1821,29,4,6109,124,82,27,4,11,7839,1739,2,6098,09/30/13,2013-09-30,2013
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,4657,1402,19,0,3236,71,45,17,0,9,4586,1357,2,3227,09/30/13,2013-09-30,2013
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,3415,2854,47,5,509,244,189,34,5,16,3171,2665,13,493,09/30/13,2013-09-30,2013
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,42512,30528,464,13,11505,1747,1210,376,13,146,40765,29318,88,11359,09/30/13,2013-09-30,2013
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,31996,21435,301,5,10253,1000,671,258,5,64,30996,20764,43,10189,09/30/13,2013-09-30,2013
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,41285,23386,241,11,17647,1156,833,231,11,81,40129,22553,10,17566,09/30/13,2013-09-30,2013
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,10276,3630,43,7,6596,280,188,41,7,44,9996,3442,2,6552,09/30/13,2013-09-30,2013
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,8744,1961,52,2,6729,182,118,50,2,12,8562,1843,2,6717,09/30/13,2013-09-30,2013
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,783,630,45,0,108,79,32,42,0,5,704,598,3,103,09/30/14,2014-09-30,2014
MAINE,MAINE,ME,FIRST CIRCUIT,2135,1754,13,8,360,109,65,11,8,25,2026,1689,2,335,09/30/14,2014-09-30,2014
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,10789,8457,115,17,2200,462,310,97,17,38,10327,8147,18,2162,09/30/14,2014-09-30,2014
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,2704,2067,29,2,606,204,144,25,2,33,2500,1923,4,573,09/30/14,2014-09-30,2014
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,3124,2618,4,0,502,104,94,4,0,6,3020,2524,0,496,09/30/14,2014-09-30,2014
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,11377,4366,205,27,6779,374,118,175,27,54,11003,4248,30,6725,09/30/14,2014-09-30,2014
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,7001,5836,94,1,1070,292,204,75,1,12,6709,5632,19,1058,09/30/14,2014-09-30,2014
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,7177,5683,19,11,1464,143,94,18,11,20,7034,5589,1,1444,09/30/14,2014-09-30,2014
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,12936,11094,219,3,1614,536,303,203,3,21,12400,10791,16,1593,09/30/14,2014-09-30,2014
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,8438,6559,452,1,1405,740,256,427,1,35,7698,6303,25,1370,09/30/14,2014-09-30,2014
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,4954,3596,43,4,1311,186,112,42,4,28,4768,3484,1,1283,09/30/14,2014-09-30,2014
VERMONT,VERMONT,VT,SECOND CIRCUIT,769,593,4,1,171,48,32,4,1,11,721,561,0,160,09/30/14,2014-09-30,2014
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,3070,1755,539,3,748,687,112,539,3,8,2383,1643,0,740,09/30/14,2014-09-30,2014
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,27931,20649,336,3,6939,881,526,287,3,61,27050,20123,49,6878,09/30/14,2014-09-30,2014
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,10610,6129,109,4,4368,367,206,100,4,57,10243,5923,9,4311,09/30/14,2014-09-30,2014
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,6208,4041,43,1,2123,225,135,40,1,49,5983,3906,3,2074,09/30/14,2014-09-30,2014
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,7717,5127,99,7,2484,240,118,82,7,33,7477,5009,17,2451,09/30/14,2014-09-30,2014
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,24,16,0,0,8,3,3,0,0,0,21,13,0,8,09/30/14,2014-09-30,2014
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,21006,15202,141,2,5661,461,308,105,2,46,20545,14894,36,5615,09/30/14,2014-09-30,2014
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,7686,2306,117,4,5259,286,145,98,4,39,7400,2161,19,5220,09/30/14,2014-09-30,2014
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,4522,1908,26,3,2585,138,103,23,3,9,4384,1805,3,2576,09/30/14,2014-09-30,2014
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,4875,2743,38,0,2094,165,114,35,0,16,4710,2629,3,2078,09/30/14,2014-09-30,2014
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,7524,3072,33,4,4414,201,157,26,4,13,7323,2915,7,4401,09/30/14,2014-09-30,2014
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,18634,11146,142,1,7345,484,328,129,1,26,18150,10818,13,7319,09/30/14,2014-09-30,2014
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,5932,3963,12,2,1955,110,87,10,2,11,5822,3876,2,1944,09/30/14,2014-09-30,2014
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,1455,1250,8,0,197,45,32,8,0,5,1410,1218,0,192,09/30/14,2014-09-30,2014
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,1969,1712,31,2,224,68,33,29,2,4,1901,1679,2,220,09/30/14,2014-09-30,2014
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,3623,1733,35,0,1855,171,126,33,0,12,3452,1607,2,1843,09/30/14,2014-09-30,2014
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,1662,854,10,0,798,43,30,10,0,3,1619,824,0,795,09/30/14,2014-09-30,2014
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,10170,2018,71,7,8074,158,68,67,7,16,10012,1950,4,8058,09/30/14,2014-09-30,2014
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,5047,2099,30,2,2916,104,63,30,2,9,4943,2036,0,2907,09/30/14,2014-09-30,2014
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,6431,3373,33,2,3022,189,150,30,2,6,6242,3223,3,3016,09/30/14,2014-09-30,2014
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,13401,5495,199,11,7696,740,464,190,11,75,12661,5031,9,7621,09/30/14,2014-09-30,2014
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,5138,2457,65,2,2614,319,236,60,2,21,4819,2221,5,2593,09/30/14,2014-09-30,2014
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,9796,3663,169,6,5958,577,358,155,6,58,9219,3305,14,5900,09/30/14,2014-09-30,2014
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,8627,4176,82,0,4369,510,385,76,0,49,8117,3791,6,4320,09/30/14,2014-09-30,2014
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,8719,6303,18,3,2395,150,116,17,3,14,8569,6187,1,2381,09/30/14,2014-09-30,2014
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,8738,6428,36,2,2272,131,79,35,2,15,8607,6349,1,2257,09/30/14,2014-09-30,2014
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,27872,22362,131,16,5363,485,304,117,16,48,27387,22058,14,5315,09/30/14,2014-09-30,2014
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,8970,7497,37,4,1432,245,177,37,4,27,8725,7320,0,1405,09/30/14,2014-09-30,2014
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,22600,18606,40,0,3954,404,326,35,0,43,22196,18280,5,3911,09/30/14,2014-09-30,2014
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,19857,14025,37,1,5794,378,300,35,1,42,19479,13725,2,5752,09/30/14,2014-09-30,2014
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,12389,6814,49,3,5523,159,110,38,3,8,12230,6704,11,5515,09/30/14,2014-09-30,2014
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,10517,6040,83,1,4393,220,158,57,1,4,10297,5882,26,4389,09/30/14,2014-09-30,2014
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,17212,4256,38,0,12918,139,91,34,0,14,17073,4165,4,12904,09/30/14,2014-09-30,2014
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,51673,32630,237,2,18804,1166,871,212,2,81,50507,31759,25,18723,09/30/14,2014-09-30,2014
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,6073,4923,10,2,1138,112,91,9,2,10,5961,4832,1,1128,09/30/14,2014-09-30,2014
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,4208,2715,13,0,1480,78,54,13,0,11,4130,2661,0,1469,09/30/14,2014-09-30,2014
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,11952,9102,24,0,2826,172,133,20,0,19,11780,8969,4,2807,09/30/14,2014-09-30,2014
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,18147,12534,81,3,5529,326,221,78,3,24,17821,12313,3,5505,09/30/14,2014-09-30,2014
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,16056,11620,25,6,4405,277,218,21,6,32,15779,11402,4,4373,09/30/14,2014-09-30,2014
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,5632,4733,31,15,853,206,140,26,15,25,5426,4593,5,828,09/30/14,2014-09-30,2014
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,7280,3156,9,5,4110,115,76,7,5,27,7165,3080,2,4083,09/30/14,2014-09-30,2014
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,4057,2237,33,7,1778,145,90,30,7,16,3912,2147,3,1762,09/30/14,2014-09-30,2014
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,2056,1933,5,3,115,71,62,5,3,1,1985,1871,0,114,09/30/14,2014-09-30,2014
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,3211,2859,11,1,340,109,91,10,1,7,3102,2768,1,333,09/30/14,2014-09-30,2014
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,12704,10705,45,5,1949,428,359,44,5,20,12276,10346,1,1929,09/30/14,2014-09-30,2014
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,12453,8711,33,1,3707,192,148,31,1,11,12261,8563,2,3696,09/30/14,2014-09-30,2014
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,9226,6627,45,4,2550,194,133,43,4,14,9032,6494,2,2536,09/30/14,2014-09-30,2014
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,4817,3285,13,8,1509,119,84,13,8,12,4698,3201,0,1497,09/30/14,2014-09-30,2014
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,707,629,3,1,74,27,20,3,1,3,680,609,0,71,09/30/14,2014-09-30,2014
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,1235,1115,5,0,115,48,33,5,0,10,1187,1082,0,105,09/30/14,2014-09-30,2014
ALASKA,ALASKA,AK,NINTH CIRCUIT,458,384,2,1,71,46,35,2,1,8,412,349,0,63,09/30/14,2014-09-30,2014
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,20907,17982,297,8,2620,716,469,219,8,20,20191,17513,78,2600,09/30/14,2014-09-30,2014
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,15430,9331,216,14,5868,779,495,154,14,115,14651,8836,62,5753,09/30/14,2014-09-30,2014
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,22383,18246,99,18,4020,624,438,70,18,98,21759,17808,29,3922,09/30/14,2014-09-30,2014
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,60545,48574,559,3,11408,2194,1721,363,3,106,58351,46853,196,11302,09/30/14,2014-09-30,2014
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,10992,8878,72,0,2041,412,307,55,0,49,10580,8571,17,1992,09/30/14,2014-09-30,2014
HAWAII,HAWAII,HI,NINTH CIRCUIT,1805,1271,10,1,523,68,51,6,1,10,1737,1220,4,513,09/30/14,2014-09-30,2014
IDAHO,IDAHO,ID,NINTH CIRCUIT,4976,4480,19,7,470,152,118,18,7,9,4824,4362,1,461,09/30/14,2014-09-30,2014
MONTANA,MONTANA,MT,NINTH CIRCUIT,1625,1412,15,1,197,86,64,15,1,6,1539,1348,0,191,09/30/14,2014-09-30,2014
NEVADA,NEVADA,NV,NINTH CIRCUIT,11676,9556,224,2,1889,432,267,140,2,19,11244,9289,84,1870,09/30/14,2014-09-30,2014
OREGON,OREGON,OR,NINTH CIRCUIT,12660,10337,36,2,2285,286,216,30,2,38,12374,10121,6,2247,09/30/14,2014-09-30,2014
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,4840,3872,21,2,945,104,75,17,2,10,4736,3797,4,935,09/30/14,2014-09-30,2014
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,17380,13640,135,3,3601,521,378,99,3,40,16859,13262,36,3561,09/30/14,2014-09-30,2014
GUAM,GUAM,GUAM,NINTH CIRCUIT,147,114,0,0,33,6,6,0,0,0,141,108,0,33,09/30/14,2014-09-30,2014
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,5,5,0,0,0,0,0,0,0,0,5,5,0,0,09/30/14,2014-09-30,2014
COLORADO,COLORADO,CO,TENTH CIRCUIT,18460,15568,75,2,2813,521,419,69,2,29,17939,15149,6,2784,09/30/14,2014-09-30,2014
KANSAS,KANSAS,KS,TENTH CIRCUIT,7720,4603,31,9,3077,209,140,29,9,31,7511,4463,2,3046,09/30/14,2014-09-30,2014
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,3956,3631,36,0,289,131,95,33,0,3,3825,3536,3,286,09/30/14,2014-09-30,2014
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,2915,2625,3,1,286,73,69,3,1,0,2842,2556,0,286,09/30/14,2014-09-30,2014
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,1551,1418,5,2,126,24,18,4,2,0,1527,1400,1,126,09/30/14,2014-09-30,2014
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,5603,4399,22,4,1178,120,89,21,4,6,5483,4310,1,1172,09/30/14,2014-09-30,2014
UTAH,UTAH,UT,TENTH CIRCUIT,13828,8927,19,0,4882,239,204,17,0,18,13589,8723,2,4864,09/30/14,2014-09-30,2014
WYOMING,WYOMING,WY,TENTH CIRCUIT,1031,902,10,1,118,49,35,10,1,3,982,867,0,115,09/30/14,2014-09-30,2014
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,13220,6586,47,0,6587,239,188,41,0,10,12981,6398,6,6577,09/30/14,2014-09-30,2014
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,7916,1628,8,0,6280,93,79,7,0,7,7823,1549,1,6273,09/30/14,2014-09-30,2014
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,4383,1303,30,1,3049,78,45,24,1,8,4305,1258,6,3041,09/30/14,2014-09-30,2014
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,3062,2467,44,4,547,183,129,40,4,10,2879,2338,4,537,09/30/14,2014-09-30,2014
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,36694,25526,391,18,10754,1408,957,321,18,109,35286,24569,70,10645,09/30/14,2014-09-30,2014
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,30424,17935,294,10,12183,778,502,214,10,50,29646,17433,80,12133,09/30/14,2014-09-30,2014
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,35643,19916,169,13,15545,873,653,161,13,46,34770,19263,8,15499,09/30/14,2014-09-30,2014
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,9489,3032,44,9,6404,211,132,43,9,27,9278,2900,1,6377,09/30/14,2014-09-30,2014
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,8409,1833,23,2,6551,119,87,19,2,11,8290,1746,4,6540,09/30/14,2014-09-30,2014
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,723,573,19,0,131,51,33,16,0,2,672,540,3,129,09/30/15,2015-09-30,2015
MAINE,MAINE,ME,FIRST CIRCUIT,1930,1606,13,7,303,125,88,12,7,17,1805,1518,1,286,09/30/15,2015-09-30,2015
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,9280,6930,109,12,2229,402,277,77,12,36,8878,6653,32,2193,09/30/15,2015-09-30,2015
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,2211,1654,24,1,532,145,87,23,1,34,2066,1567,1,498,09/30/15,2015-09-30,2015
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,2611,2167,9,0,434,91,80,6,0,4,2520,2087,3,430,09/30/15,2015-09-30,2015
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,10533,4343,157,17,6016,311,123,132,17,39,10222,4220,25,5977,09/30/15,2015-09-30,2015
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,6486,5264,98,2,1122,240,144,84,2,10,6246,5120,14,1112,09/30/15,2015-09-30,2015
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,6671,5159,42,11,1459,169,89,41,11,28,6502,5070,1,1431,09/30/15,2015-09-30,2015
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,11663,9317,246,3,2097,550,308,216,3,23,11113,9009,30,2074,09/30/15,2015-09-30,2015
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,7795,5794,465,3,1488,747,226,444,3,29,7048,5568,21,1459,09/30/15,2015-09-30,2015
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,4553,3206,48,2,1297,180,97,48,2,33,4373,3109,0,1264,09/30/15,2015-09-30,2015
VERMONT,VERMONT,VT,SECOND CIRCUIT,664,520,0,4,140,39,30,0,4,5,625,490,0,135,09/30/15,2015-09-30,2015
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,2699,1593,396,0,701,553,140,395,0,9,2146,1453,1,692,09/30/15,2015-09-30,2015
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,25652,18194,247,0,7211,727,465,194,0,68,24925,17729,53,7143,09/30/15,2015-09-30,2015
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,9583,5326,104,2,4151,309,150,98,2,59,9274,5176,6,4092,09/30/15,2015-09-30,2015
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,5797,3719,49,2,2027,194,101,48,2,43,5603,3618,1,1984,09/30/15,2015-09-30,2015
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,7136,4671,69,6,2390,243,147,60,6,30,6893,4524,9,2360,09/30/15,2015-09-30,2015
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,20,13,2,0,5,5,3,2,0,0,15,10,0,5,09/30/15,2015-09-30,2015
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,18521,13020,180,1,5320,484,303,135,1,45,18037,12717,45,5275,09/30/15,2015-09-30,2015
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,7308,2236,96,10,4966,248,131,64,10,43,7060,2105,32,4923,09/30/15,2015-09-30,2015
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,4269,1785,20,0,2464,118,91,18,0,9,4151,1694,2,2455,09/30/15,2015-09-30,2015
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,4317,2367,36,2,1912,160,108,30,2,20,4157,2259,6,1892,09/30/15,2015-09-30,2015
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,7080,2828,30,0,4222,175,133,23,0,19,6905,2695,7,4203,09/30/15,2015-09-30,2015
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,17633,10256,301,2,7074,571,262,283,2,24,17062,9994,18,7050,09/30/15,2015-09-30,2015
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,5585,3544,48,5,1988,142,82,46,5,9,5443,3462,2,1979,09/30/15,2015-09-30,2015
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,1316,1116,8,1,191,46,37,7,1,1,1270,1079,1,190,09/30/15,2015-09-30,2015
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,1925,1652,16,1,256,60,40,15,1,4,1865,1612,1,252,09/30/15,2015-09-30,2015
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,3446,1493,30,1,1922,127,88,29,1,9,3319,1405,1,1913,09/30/15,2015-09-30,2015
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,1615,796,10,0,809,52,42,8,0,2,1563,754,2,807,09/30/15,2015-09-30,2015
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,8893,1675,67,4,7147,145,70,60,4,11,8748,1605,7,7136,09/30/15,2015-09-30,2015
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,4680,1907,14,1,2758,80,53,14,1,12,4600,1854,0,2746,09/30/15,2015-09-30,2015
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,6183,3229,32,3,2919,141,99,29,3,10,6042,3130,3,2909,09/30/15,2015-09-30,2015
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,12325,4937,178,7,7203,658,421,169,7,61,11667,4516,9,7142,09/30/15,2015-09-30,2015
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,4626,2056,65,1,2504,325,236,63,1,25,4301,1820,2,2479,09/30/15,2015-09-30,2015
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,9313,3234,162,2,5911,528,323,150,2,49,8785,2911,12,5862,09/30/15,2015-09-30,2015
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,8044,3800,106,0,4132,490,343,100,0,41,7554,3457,6,4091,09/30/15,2015-09-30,2015
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,7981,5581,47,6,2347,164,105,47,6,6,7817,5476,0,2341,09/30/15,2015-09-30,2015
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,7707,5416,22,5,2263,102,63,22,5,11,7605,5353,0,2252,09/30/15,2015-09-30,2015
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,25725,20029,117,10,5568,484,319,105,10,50,25241,19710,12,5518,09/30/15,2015-09-30,2015
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,7597,6159,27,15,1396,192,139,23,15,15,7405,6020,4,1381,09/30/15,2015-09-30,2015
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,20628,16832,38,0,3758,393,311,36,0,46,20235,16521,2,3712,09/30/15,2015-09-30,2015
